SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,30 Via Torina,San Clemente,CA,92673,1725000,5,4.5,TL - Talega,4061,5989,2015,53,425,200,Active,,,http://www.redfin.com/CA/San-Clemente/30-Via-Torina-92673/home/7204541,CRMLS,OC19011121,N,Y,33.4776497,-117.5883101
MLS Listing,,Single Family Residential,27522 Halcon,Mission Viejo,CA,92691,799000,6,3.0,MN - Mission Viejo North,2730,5227,1977,53,293,20,Active,,,http://www.redfin.com/CA/Mission-Viejo/27522-Halcon-92691/home/5110762,CRMLS,OC19013131,N,Y,33.6472478,-117.6507954
MLS Listing,,Condo/Co-op,46326 Cask Ln,Temecula,CA,92592,539999,3,2.5,213 - Temecula-South,2282,436,2017,53,237,165,Active,,,http://www.redfin.com/CA/Temecula/46326-Cask-Ln-92592/home/148620598,CRMLS,SW19003524,N,Y,33.4567095,-117.0885814
MLS Listing,,Single Family Residential,6572 Amherst Way,Cypress,CA,90630,579000,4,3.0,"57 - Cypress N of Orangewood, S Of Katella",1547,2054,1974,53,374,270,Active,,,http://www.redfin.com/CA/Cypress/6572-Amherst-Way-90630/home/3946209,CRMLS,OC19007281,N,Y,33.7968965,-118.0182804
MLS Listing,,Single Family Residential,29288 Sandpiper Dr,Lake Elsinore,CA,92530,389900,3,2.0,245 - Lake Elsinore North,2003,12632,2006,53,195,132,Active,,,http://www.redfin.com/CA/Lake-Elsinore/29288-Sandpiper-Dr-92530/home/6623646,CRMLS,SW19011733,N,Y,33.6921899,-117.4050002
MLS Listing,,Condo/Co-op,10151 Pine Cone Rd,Truckee,CA,96161,419000,2,2.0,Ponderosa Palisades,1302,,1999,53,322,310,Active,,,http://www.redfin.com/CA/Truckee/10151-Pine-Cone-Rd-96161/home/45716895,TSMLS,20190096,N,Y,39.3231791,-120.1783107
MLS Listing,,Single Family Residential,9453 Emerald Cove Ln,Elk Grove,CA,95758,649900,3,2.0,Elk Grove,2494,8969,2000,53,,190,Active,,,http://www.redfin.com/CA/Elk-Grove/9453-Emerald-Cove-Ln-95758/home/19289661,MetroList,19003096,N,Y,38.4137981,-121.4767487
MLS Listing,,Single Family Residential,3914 Brilliant Dr,Los Angeles,CA,90065,1249500,3,3.0,623 - Glassel Park,2451,6307,1986,55,510,,Active,,,http://www.redfin.com/CA/Los-Angeles/3914-Brilliant-Dr-90065/home/7074555,CRMLS,BB19010667,N,Y,34.1131065,-118.2250449
MLS Listing,,Single Family Residential,935 S Euclid Ave,Pasadena,CA,91106,897000,3,2.0,647 - Pasadena (SW),1617,6005,1957,55,555,,Active,,,http://www.redfin.com/CA/Pasadena/935-S-Euclid-Ave-91106/home/7188488,CRMLS,PF19010378,N,Y,34.129595,-118.1431055
MLS Listing,,Single Family Residential,5306 N Carlsbad Ave,Fresno,CA,97322,265000,3,2.0,Fresno,1661,7140,1984,55,160,,Active,,,http://www.redfin.com/CA/Fresno/5306-N-Carlsbad-Ave-93722/home/58286573,FRESNOMLS,516073,N,Y,36.8135787,-119.8739947
MLS Listing,,Single Family Residential,2809 Duray Pl,Los Angeles,CA,90016,499000,2,1.0,C16 - Mid Los Angeles,684,1676,1922,56,730,,Active,,,http://www.redfin.com/CA/Los-Angeles/2809-Duray-Pl-90016/home/6887564,CRMLS,BB19010451,N,Y,34.0290245,-118.360522
MLS Listing,,Single Family Residential,13171 Sussex Pl,Santa Ana,CA,92705,928888,4,2.5,NTS - North Tustin,2074,10000,1957,56,448,,Active,March-16-2019 01:00 PM,March-16-2019 04:00 PM,http://www.redfin.com/CA/Santa-Ana/13171-Sussex-Pl-92705/home/4440341,CRMLS,PW19009483,N,Y,33.7709493,-117.8105124
MLS Listing,,Single Family Residential,2799 Alliston Loop,Dublin,CA,94568,1088000,4,3.5,Dublin,2327,3024,2016,56,468,129,Active,,,http://www.redfin.com/CA/Dublin/2799-Alliston-Loop-94568/home/112777163,Bridge MLS,40849961,N,Y,37.7094726,-121.852562
MLS Listing,,Condo/Co-op,1315 Alma Dr #314,Walnut Creek,CA,94596,455000,1,1.0,Downtown W.Creek,681,,2002,56,668,478,Active,,,http://www.redfin.com/CA/Walnut-Creek/1315-Alma-Ave-94596/unit-314/home/2109135,Bridge MLS,40849923,N,Y,37.8938738,-122.0646378
MLS Listing,,Single Family Residential,369 Greendale Way,REDWOOD CITY,CA,94062,1798000,3,3.5,REDWOOD CITY,2180,9225,2003,56,825,,Active,,,http://www.redfin.com/CA/Emerald-Hills/369-Greendale-Way-94062/home/1767149,MLSListings,ML81735143,N,Y,37.4722237,-122.2690442
MLS Listing,,Condo/Co-op,12812 Timber Rd #23,Garden Grove,CA,92840,418000,3,2.0,"72 - Orange & Garden Grove, E of Harbor, N of 22 F",1415,,1978,57,295,410,Active,,,http://www.redfin.com/CA/Garden-Grove/12812-Timber-Rd-92840/unit-23/home/148713853,CRMLS,OC19003835,N,Y,33.7772239,-117.910863
MLS Listing,,Condo/Co-op,673 E Arenas Rd,Palm Springs,CA,92262,499800,2,2.5,Palm Springs Central,1593,1742,2003,59,314,450,Active,,,http://www.redfin.com/CA/Palm-Springs/673-E-Arenas-Rd-92262/unit-14/home/6455183,PALM,19-423084PS,N,Y,33.820652,-116.541028
MLS Listing,,Single Family Residential,2628 Doville Ranch Rd,Fallbrook,CA,92028,769000,5,3.5,Temecula-Hills West,3887,204296,1993,59,198,,Active,,,http://www.redfin.com/CA/Fallbrook/2628-Doville-Ranch-Rd-92028/home/3044927,PALM,19-423062PS,N,Y,33.452907,-117.264048
MLS Listing,,Single Family Residential,29 W Maple St,Stockton,CA,95204,240000,3,1.0,Central Stockton,999,4901,1916,59,,,Active,,,http://www.redfin.com/CA/Stockton/29-W-Maple-St-95204/home/19804642,MetroList,19002031,N,Y,37.9704746,-121.2973473
MLS Listing,,Single Family Residential,4805 Brompton Ct,Carmichael,CA,95608,874900,4,3.0,Carmichael,2935,14000,1974,59,,,Active,,,http://www.redfin.com/CA/Carmichael/4805-Brompton-Ct-95608/home/19123206,MetroList,19001883,N,Y,38.5824507,-121.3475737
MLS Listing,,Single Family Residential,6017 Opera Way,Roseville,CA,95747,559000,3,2.0,West Roseville/zip 95747,2606,7327,2014,59,,,Active,,,http://www.redfin.com/CA/Roseville/6017-Opera-Way-95747/home/56996223,MetroList,19001739,N,Y,38.77864,-121.3876186
MLS Listing,,Single Family Residential,30913 Corte De Los Santos,Temecula,CA,92592,429900,3,2.5,211 - Temecula-Central North,1788,7405,1988,59,240,15,Active,,,http://www.redfin.com/CA/Temecula/30913-Corte-De-Los-Santos-92592/home/6227400,CRMLS,SW19007947,N,Y,33.5032731,-117.1194205
